,full_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats
2639,Hyundai i20 1.2 Magna,4.1 Lakh*,,2013,Dealer,"70,000 kms",First Owner,Petrol,Manual,Mileage18.5 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
2640,Honda City i DTEC VX,6.91 Lakh*,New Car (On-Road Price) : Rs.14.88-17.63 Lakh*,2014,Dealer,"1,17,000 kms",First Owner,Diesel,Manual,Mileage25.1 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
2641,Honda City i DTEC VX,7.25 Lakh*,New Car (On-Road Price) : Rs.14.88-17.52 Lakh*,2014,Dealer,"39,000 kms",First Owner,Diesel,Manual,Mileage25.1 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
2642,Maruti Baleno Alpha CVT,8.25 Lakh*,New Car (On-Road Price) : Rs.7.05-10.73 Lakh*,2018,Dealer,"9,600 kms",First Owner,Petrol,Automatic,Mileage19.56 kmpl,Engine1197 CC,Max Power81.80 bhp,Seats5
2643,Mahindra XUV500 W4 1.99 mHawk,7.76 Lakh*,New Car (On-Road Price) : Rs.16.61-23.39 Lakh*,2015,Dealer,"76,000 kms",First Owner,Diesel,Manual,Mileage16.0 kmpl,Engine1997 CC,Max Power140 bhp,Seats7
2644,Maruti Swift Dzire VXI,6.25 Lakh*,New Car (On-Road Price) : Rs.7.04-10.46 Lakh*,2017,Dealer,"81,000 kms",First Owner,Petrol,Manual,Mileage20.85 kmpl,Engine1197 CC,Max Power83.14 bhp,Seats5
2645,Maruti Swift Dzire VXi,3.5 Lakh*,,2011,Dealer,"35,000 kms",First Owner,Petrol,Manual,Mileage17.5 kmpl,Engine1298 CC,Max Power85.8 bhp,Seats5
2646,Maruti Ciaz VDi Plus SHVS,7.31 Lakh*,,2016,Individual,"49,411 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
2647,Hyundai Santro Sportz CNG BSIV,5.65 Lakh*,New Car (On-Road Price) : Rs.6.60-6.74 Lakh*,2019,Dealer,"20,660 kms",First Owner,CNG,Manual,Mileage30.48 km/kg,Engine1086 CC,Max Power58 bhp,Seats5
2648,Toyota Corolla Altis G,3.45 Lakh*,,2011,Dealer,"64,193 kms",First Owner,Petrol,Manual,Mileage14.53 kmpl,Engine1798 CC,Max Power138.1 bhp,Seats5
2649,Volkswagen Polo Diesel Highline 1.2L,5.35 Lakh*,,2014,Dealer,"51,200 kms",First Owner,Diesel,Manual,Mileage22.07 kmpl,Engine1199 CC,Max Power73.9 bhp,Seats5
2650,Maruti SX4 ZXI MT BSIV Leather,3.25 Lakh*,,2011,Dealer,"61,300 kms",First Owner,Petrol,Manual,Mileage15.5 kmpl,Engine1586 CC,Max Power103.3 bhp,Seats5
2651,Maruti Alto K10 VXI,3.35 Lakh*,,2016,Dealer,"23,774 kms",First Owner,Petrol,Manual,Mileage23.95 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
2652,Hyundai Verna 1.6 SX CRDI (O) AT,5.5 Lakh*,,2013,Dealer,"51,000 kms",First Owner,Diesel,Automatic,Mileage22.32 kmpl,Engine1582 CC,Max Power126.32 bhp,Seats5
2653,Maruti Ciaz ZDi SHVS,6.8 Lakh*,,2016,Dealer,"86,000 kms",First Owner,Diesel,Manual,Mileage28.09 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
2654,Maruti Alto K10 2010-2014 VXI,1.8 Lakh*,,2011,Dealer,"38,643 kms",First Owner,Petrol,Manual,Mileage20.92 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
2655,Mahindra KUV 100 mFALCON D75 K8,4.85 Lakh*,,2016,Dealer,"42,800 kms",First Owner,Diesel,Manual,Mileage25.32 kmpl,Engine1198 CC,Max Power77 bhp,Seats6
2656,Maruti Baleno Alpha 1.2,6.62 Lakh*,New Car (On-Road Price) : Rs.7.05-10.73 Lakh*,2017,Dealer,"26,251 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
2657,Maruti SX4 Zxi with Leather BSIII,2.5 Lakh*,,2008,Individual,"40,000 kms",First Owner,Petrol,Manual,Mileage15.6 kmpl,Engine1586 CC,Max Power104.68 bhp,Seats5
2658,Mahindra KUV 100 mFALCON D75 K4 5str,4.5 Lakh*,,2016,Dealer,"11,800 kms",First Owner,Diesel,Manual,Mileage25.32 kmpl,Engine1198 CC,Max Power77 bhp,Seats5
2659,Maruti Wagon R LXI Minor,1.5 Lakh*,New Car (On-Road Price) : Rs.5.40-7.20 Lakh*,2009,Individual,"70,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1061 CC,Max Power67 bhp,Seats5
2660,Hyundai Verna CRDi 1.6 AT SX Option,13.75 Lakh*,,2019,Dealer,"22,000 kms",First Owner,Diesel,Automatic,Mileage22.0 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
2661,Tata Nexon 1.5 Revotorq XZA Plus DualTone,9.6 Lakh*,New Car (On-Road Price) : Rs.10.31-15.61 Lakh*,2018,Dealer,"21,000 kms",First Owner,Diesel,Automatic,Mileage21.5 kmpl,Engine1497 CC,Max Power108.5 bhp,Seats5
2662,BMW 5 Series 530d M Sport,57 Lakh*,New Car (On-Road Price) : Rs.76.04-85.24 Lakh*,2019,Dealer,"6,000 kms",First Owner,Diesel,Automatic,Mileage18.59 kmpl,Engine2993 CC,Max Power261.49 bhp,Seats5
2663,Maruti Alto K10 LXI,2.35 Lakh*,,2011,Dealer,"53,000 kms",First Owner,Petrol,Manual,Mileage23.95 kmpl,Engine998 CC,Max Power67.05 bhp,Seats5
2664,Ford Figo Petrol Titanium,2.45 Lakh*,,2012,Dealer,"35,000 kms",First Owner,Petrol,Manual,Mileage15.6 kmpl,Engine1196 CC,Max Power70 bhp,Seats5
2665,Skoda Superb Elegance 2.0 TDI CR AT,6.99 Lakh*,,2012,Dealer,"97,000 kms",First Owner,Diesel,Automatic,Mileage17.2 kmpl,Engine1968 CC,Max Power138.1 bhp,Seats5
2666,Mahindra XUV500 W8 2WD,8.49 Lakh*,New Car (On-Road Price) : Rs.16.61-23.39 Lakh*,2015,Dealer,"43,000 kms",First Owner,Diesel,Manual,Mileage15.1 kmpl,Engine2179 CC,Max Power140 bhp,Seats7
2667,Maruti Alto 800 LXI,1.4 Lakh*,,2012,Individual,"1,20,000 kms",First Owner,Petrol,Manual,Mileage22.74 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
2668,Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,16 Lakh*,New Car (On-Road Price) : Rs.20.73-30.10 Lakh*,2016,Dealer,"62,000 kms",First Owner,Diesel,Automatic,Mileage11.36 kmpl,Engine2755 CC,Max Power171.5 bhp,Seats8
2669,Renault Duster 110PS Diesel RxZ,4.5 Lakh*,,2013,Dealer,"39,000 kms",First Owner,Diesel,Manual,Mileage19.01 kmpl,Engine1461 CC,Max Power108.45 bhp,Seats5
2670,Volkswagen Vento 1.5 TDI Highline,5.9 Lakh*,,2015,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage20.34 kmpl,Engine1498 CC,Max Power103.2 bhp,Seats5
2671,Maruti Swift Dzire ZDI Plus,7.75 Lakh*,,2018,Individual,"30,000 kms",First Owner,Diesel,Manual,Mileage28.4 kmpl,Engine1248 CC,Max Power74.02 bhp,Seats5
2672,Maruti SX4 Zxi BSIII,2.25 Lakh*,,2010,Dealer,"66,225 kms",First Owner,Petrol,Manual,Mileage15.0 kmpl,Engine1586 CC,Max Power104.68 bhp,Seats5
2673,Hyundai i20 1.2 Sportz,3.1 Lakh*,New Car (On-Road Price) : Rs.8.38-13.24 Lakh*,2010,Individual,"1,00,000 kms",First Owner,Petrol,Manual,Mileage17.0 kmpl,Engine1197 CC,Max Power80 bhp,Seats5
2674,Hyundai Verna 1.6 SX CRDi (O),4.35 Lakh*,,2011,Dealer,"54,000 kms",First Owner,Diesel,Manual,Mileage22.32 kmpl,Engine1582 CC,Max Power126.32 bhp,Seats5
2675,Maruti Wagon R AMT VXI,4.75 Lakh*,,2017,Dealer,"18,000 kms",First Owner,Petrol,Automatic,Mileage20.51 kmpl,Engine998 CC,Max Power67 bhp,Seats5
2676,Chevrolet Beat Diesel,1.35 Lakh*,,2012,Individual,"70,000 kms",First Owner,Diesel,Manual,Mileage25.44 kmpl,Engine936 CC,Max Power57.6 bhp,Seats5
2677,Maruti Zen Estilo LXI BSIII,1.55 Lakh*,,2008,Dealer,"36,200 kms",First Owner,Petrol,Manual,Mileage18.2 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
2678,Toyota Corolla Altis Diesel D4DG,3.91 Lakh*,,2010,Dealer,"87,965 kms",First Owner,Diesel,Manual,Mileage21.43 kmpl,Engine1364 CC,Max Power87.2 bhp,Seats5
2679,Tata Manza Aura (ABS) Quadrajet BS IV,3 Lakh*,,2012,Dealer,"1,21,000 kms",First Owner,Diesel,Manual,Mileage21.12 kmpl,Engine1248 CC,Max Power88.8 bhp,Seats5
2680,Hyundai Xcent 1.1 CRDi S,5 Lakh*,,2016,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage24.4 kmpl,Engine1120 CC,Max Power71 bhp,Seats5
2681,Maruti Vitara Brezza ZDi,8 Lakh*,,2016,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
2682,Mahindra Scorpio S6 7 Seater,8.51 Lakh*,New Car (On-Road Price) : Rs.14.76-19.25 Lakh*,2014,Individual,"60,000 kms",First Owner,Diesel,Manual,Mileage15.4 kmpl,Engine2179 CC,Max Power120 bhp,Seats7
2683,Honda Civic ZX BSIV,20.5 Lakh*,New Car (On-Road Price) : Rs.21.22-25.25 Lakh*,2019,Dealer,"12,000 kms",First Owner,Petrol,Automatic,Mileage16.5 kmpl,Engine1799 CC,Max Power139.46 bhp,Seats5
2684,Hyundai Grand i10 Magna,4.15 Lakh*,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,2015,Dealer,"75,000 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power81.86 bhp,Seats5
2685,Hyundai Verna CRDi 1.6 AT SX Plus,11.2 Lakh*,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,2017,Dealer,"49,000 kms",First Owner,Diesel,Automatic,Mileage22.0 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
2686,Maruti Wagon R LXI CNG,2 Lakh*,New Car (On-Road Price) : Rs.6.15-6.23 Lakh*,2011,Individual,"1,20,000 kms",First Owner,CNG,Manual,Mileage26.2 km/kg,Engine998 CC,Max Power58.2 bhp,Seats5
2687,Hyundai i10 Sportz 1.2,3.45 Lakh*,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,2014,Dealer,"73,000 kms",First Owner,Petrol,Manual,Mileage20.36 kmpl,Engine1197 CC,Max Power78.9 bhp,Seats5
2688,Honda Jazz 1.2 V AT i VTEC,7.25 Lakh*,New Car (On-Road Price) : Rs.8.94-11.48 Lakh*,2018,Dealer,"15,000 kms",First Owner,Petrol,Automatic,Mileage19.0 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
2689,Honda Amaze S i-Dtech,4.5 Lakh*,New Car (On-Road Price) : Rs.9.18-11.76 Lakh*,2013,Dealer,"29,500 kms",First Owner,Diesel,Manual,Mileage25.8 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
2690,Audi A3 35 TDI Premium Plus,16.5 Lakh*,,2016,Dealer,"41,000 kms",First Owner,Diesel,Automatic,Mileage20.38 kmpl,Engine1968 CC,Max Power143 bhp,Seats5
2691,Hyundai Creta 1.6 VTVT AT SX Plus,10.39 Lakh*,,2016,Trustmark Dealer,"25,451 kms",First Owner,Petrol,Automatic,Mileage13.0 kmpl,Engine1591 CC,Max Power121.3 bhp,Seats5
2692,Honda Amaze S i-Vtech,3.5 Lakh*,,2013,Dealer,"45,000 kms",First Owner,Petrol,Manual,Mileage18.0 kmpl,Engine1198 CC,Max Power86.7 bhp,Seats5
2693,Skoda Superb 1.8 TSI MT,3.75 Lakh*,New Car (On-Road Price) : Rs.36.70-39.68 Lakh*,2011,Dealer,"61,000 kms",First Owner,Petrol,Manual,Mileage13.14 kmpl,Engine1798 CC,Max Power160 bhp,Seats5
2694,Maruti Alto K10 VXI AGS Optional,3.5 Lakh*,,2016,Dealer,"28,000 kms",First Owner,Petrol,Automatic,Mileage23.95 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
2695,Honda Jazz 1.2 S i VTEC,5.61 Lakh*,New Car (On-Road Price) : Rs.8.87-11.45 Lakh*,2015,Dealer,"15,000 kms",First Owner,Petrol,Manual,Mileage18.7 kmpl,Engine1199 CC,Max Power88.7 bhp,Seats5
2696,Maruti Alto 800 CNG LXI Optional,2.8 Lakh*,,2016,Dealer,"26,000 kms",First Owner,CNG,Manual,Mileage30.46 km/kg,Engine796 CC,Max Power47.3 bhp,Seats5
2697,Toyota Innova Crysta 2016-2020 2.4 GX MT BSIV,16.5 Lakh*,New Car (On-Road Price) : Rs.20.73-30.10 Lakh*,2018,Dealer,"52,000 kms",First Owner,Diesel,Manual,Mileage13.68 kmpl,Engine2393 CC,Max Power147.8 bhp,Seats7
2698,Maruti Celerio ZXI,4.25 Lakh*,,2016,Dealer,"43,782 kms",First Owner,Petrol,Manual,Mileage23.1 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
2699,Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,18.25 Lakh*,,2017,Dealer,"80,000 kms",First Owner,Diesel,Automatic,Mileage11.36 kmpl,Engine2755 CC,Max Power171.5 bhp,Seats7
2700,Maruti Ertiga ZDI Plus,8.25 Lakh*,,2016,Dealer,"56,000 kms",First Owner,Diesel,Manual,Mileage20.77 kmpl,Engine1248 CC,Max Power88.8 bhp,Seats7
2701,Maruti Wagon R AMT VXI,5.05 Lakh*,New Car (On-Road Price) : Rs.5.40-7.19 Lakh*,2017,Individual,"15,000 kms",First Owner,Petrol,Automatic,Mileage20.51 kmpl,Engine998 CC,Max Power67 bhp,Seats5
2702,Honda City 2017-2020 GXi,1.75 Lakh*,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,2007,Dealer,"85,000 kms",First Owner,Petrol,Manual,Mileage17.7 kmpl,Engine1497 CC,Max Power78 bhp,Seats5
2703,Maruti Ertiga VDI,8.55 Lakh*,,2017,Dealer,"60,000 kms",First Owner,Diesel,Manual,Mileage25.47 kmpl,Engine1248 CC,Max Power88.50 bhp,Seats7
2704,Hyundai Verna SX AT Diesel,7.51 Lakh*,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,2016,Dealer,"63,000 kms",First Owner,Diesel,Automatic,Mileage21.3 kmpl,Engine1493 CC,Max Power113.42 bhp,Seats5
2705,Toyota Camry 2.5 G,12.5 Lakh*,New Car (On-Road Price) : Rs.47.50 Lakh*,2016,Dealer,"1,19,851 kms",First Owner,Petrol,Automatic,Mileage12.98 kmpl,Engine2494 CC,Max Power178.4 bhp,Seats5
2706,Mercedes-Benz GLE Class 350d,43.75 Lakh*,,2017,Dealer,"76,900 kms",First Owner,Diesel,Automatic,Mileage11.57 kmpl,Engine2987 CC,Max Power254.79 bhp,Seats5
2707,Chevrolet Beat LT,2.76 Lakh*,,2017,Dealer,"31,370 kms",First Owner,Petrol,Manual,Mileage17.8 kmpl,Engine1199 CC,Max Power76.8 bhp,Seats5
2708,Maruti Baleno Sigma 1.2,4.9 Lakh*,,2018,Individual,"30,000 kms",First Owner,Petrol,Manual,Mileage21.4 kmpl,Engine1197 CC,Max Power83.1 bhp,Seats5
2709,Maruti Ritz VDi,3.9 Lakh*,,2013,Dealer,"77,000 kms",First Owner,Diesel,Manual,Mileage21.1 kmpl,Engine1248 CC,Max Power73.9 bhp,Seats5
2710,Honda Jazz 1.5 V i DTEC,6.11 Lakh*,,2015,Dealer,"82,503 kms",First Owner,Diesel,Manual,Mileage27.3 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
2711,Toyota Etios Liva 1.4 VD Dual Tone,6 Lakh*,,2018,Individual,"40,000 kms",First Owner,Diesel,Manual,Mileage23.59 kmpl,Engine1364 CC,Max Power67.04 bhp,Seats5
2712,Ford Figo Petrol ZXI,2.95 Lakh*,New Car (On-Road Price) : Rs.6.77-8.44 Lakh*,2013,Dealer,"34,000 kms",First Owner,Petrol,Manual,Mileage15.6 kmpl,Engine1196 CC,Max Power70 bhp,Seats5
2713,Honda Jazz 1.5 S i DTEC,4.85 Lakh*,,2016,Dealer,"39,000 kms",First Owner,Diesel,Manual,Mileage27.3 kmpl,Engine1498 CC,Max Power98.6 bhp,Seats5
2714,Maruti Swift VDI,6.85 Lakh*,,2018,Individual,"54,000 kms",First Owner,Diesel,Manual,Mileage28.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
2715,Toyota Innova Crysta 2016-2020 2.4 ZX AT,20.9 Lakh*,New Car (On-Road Price) : Rs.21.26-30.63 Lakh*,2018,Dealer,"42,000 kms",First Owner,Diesel,Automatic,Mileage13.68 kmpl,Engine2393 CC,Max Power147.51 bhp,Seats7
2716,Volkswagen Vento 1.2 TSI Highline AT,4.99 Lakh*,New Car (On-Road Price) : Rs.10.48-15.98 Lakh*,2014,Dealer,"45,260 kms",First Owner,Petrol,Automatic,Mileage18.19 kmpl,Engine1197 CC,Max Power103.2 bhp,Seats5
2717,Maruti Vitara Brezza LDi Option,7.1 Lakh*,,2016,Dealer,"1,10,000 kms",First Owner,Diesel,Manual,Mileage24.3 kmpl,Engine1248 CC,Max Power88.5 bhp,Seats5
2718,Renault Duster 85PS Diesel RxE,5.5 Lakh*,,2014,Dealer,"79,600 kms",First Owner,Diesel,Manual,Mileage20.45 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
2719,Maruti Ertiga VXI CNG,6.85 Lakh*,New Car (On-Road Price) : Rs.10.23 Lakh*,2015,Dealer,"31,000 kms",First Owner,CNG,Manual,Mileage22.8 km/kg,Engine1373 CC,Max Power80.9 bhp,Seats7
2720,Hyundai EON Magna Plus Option,3.15 Lakh*,,2016,Dealer,"9,800 kms",First Owner,Petrol,Manual,Mileage21.1 kmpl,Engine814 CC,Max Power55.2 bhp,Seats5
2721,Maruti Ciaz 1.4 AT Alpha,8.45 Lakh*,,2017,Dealer,"27,001 kms",First Owner,Petrol,Automatic,Mileage19.12 kmpl,Engine1373 CC,Max Power91.1 bhp,Seats5
2722,Honda City 1.5 V AT,2.9 Lakh*,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,2009,Dealer,"67,500 kms",First Owner,Petrol,Automatic,Mileage16.8 kmpl,Engine1497 CC,Max Power118 bhp,Seats5
2723,Volkswagen Polo 2015-2019 GT TSI,6.8 Lakh*,New Car (On-Road Price) : Rs.6.96-11.44 Lakh*,2016,Dealer,"22,500 kms",First Owner,Petrol,Automatic,Mileage17.21 kmpl,Engine1197 CC,Max Power103.5 bhp,Seats5
2724,Hyundai Verna 1.6 CRDi SX,11 Lakh*,New Car (On-Road Price) : Rs.12.84-18.09 Lakh*,2017,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage23.9 kmpl,Engine1582 CC,Max Power126.2 bhp,Seats5
2725,Maruti Ignis 1.3 Delta,4.8 Lakh*,,2017,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage26.8 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
2726,Renault Duster 85PS Diesel RxZ,8.5 Lakh*,,2016,Individual,"50,000 kms",First Owner,Diesel,Manual,Mileage19.87 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
2727,Volkswagen Ameo 1.5 TDI Highline,5.35 Lakh*,,2016,Individual,"60,000 kms",First Owner,Diesel,Manual,Mileage21.66 kmpl,Engine1498 CC,Max Power108.62 bhp,Seats5
2728,Maruti Wagon R LXI Optional,3.25 Lakh*,,2014,Dealer,"34,000 kms",First Owner,Petrol,Manual,Mileage20.51 kmpl,Engine998 CC,Max Power67.04 bhp,Seats5
2729,Toyota Innova 2.5 VX (Diesel) 7 Seater,11.4 Lakh*,,2014,Dealer,"79,000 kms",First Owner,Diesel,Manual,Mileage12.99 kmpl,Engine2494 CC,Max Power100.6 bhp,Seats7
2730,Hyundai Grand i10 Sportz,4.5 Lakh*,New Car (On-Road Price) : Rs.7.05-7.41 Lakh*,2016,Dealer,"47,500 kms",First Owner,Petrol,Manual,Mileage18.9 kmpl,Engine1197 CC,Max Power82 bhp,Seats5
2731,Hyundai i20 Active 1.4 SX,8.5 Lakh*,,2018,Individual,"25,000 kms",First Owner,Diesel,Manual,Mileage21.19 kmpl,Engine1396 CC,Max Power88.73 bhp,Seats5
2732,Maruti Alto 800 LXI,1.8 Lakh*,New Car (On-Road Price) : Rs.3.50-4.69 Lakh*,2013,Individual,"60,000 kms",First Owner,Petrol,Manual,Mileage22.74 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
2733,Mahindra Bolero 2011-2019 mHAWK D70 SLX,4.48 Lakh*,New Car (On-Road Price) : Rs.9.00-10.54 Lakh*,2011,Dealer,"31,000 kms",First Owner,Diesel,Manual,Mileage16.5 kmpl,Engine1493 CC,Max Power70 bhp,Seats7
2734,Maruti Swift Dzire VDI,5.8 Lakh*,,2014,Dealer,"90,000 kms",First Owner,Diesel,Manual,Mileage23.4 kmpl,Engine1248 CC,Max Power74 bhp,Seats5
2735,Maruti Wagon R LXI CNG,3.25 Lakh*,New Car (On-Road Price) : Rs.6.10-6.18 Lakh*,2015,Dealer,"48,000 kms",First Owner,CNG,Manual,Mileage26.6 km/kg,Engine998 CC,Max Power58.16 bhp,Seats5
2736,Mahindra Ssangyong Rexton RX6,9 Lakh*,,2014,Individual,"1,00,000 kms",First Owner,Diesel,Manual,Mileage12.4 kmpl,Engine2696 CC,Max Power162 bhp,Seats7
2737,BMW X1 sDrive 20d xLine,28.5 Lakh*,New Car (On-Road Price) : Rs.51.71-53.40 Lakh*,2016,Dealer,"14,000 kms",First Owner,Diesel,Automatic,Mileage20.68 kmpl,Engine1995 CC,Max Power188 bhp,Seats5
2738,Mahindra XUV500 W6 1.99 mHawk,10 Lakh*,New Car (On-Road Price) : Rs.16.41-23.07 Lakh*,2018,Individual,"60,000 kms",First Owner,Diesel,Manual,Mileage16.0 kmpl,Engine1997 CC,Max Power140 bhp,Seats7
2739,Maruti Alto K10 2010-2014 VXI,1.5 Lakh*,,2010,Dealer,"69,000 kms",First Owner,Petrol,Manual,Mileage20.92 kmpl,Engine998 CC,Max Power67.1 bhp,Seats5
2740,Mercedes-Benz C-Class C 220 CDI Avantgarde,38 Lakh*,New Car (On-Road Price) : Rs.52.16-65.17 Lakh*,2019,Dealer,"7,000 kms",First Owner,Diesel,Automatic,Mileage19.27 kmpl,Engine2143 CC,Max Power170 bhp,Seats5
2741,Tata Manza Aura Quadrajet,2.1 Lakh*,,2011,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage18.8 kmpl,Engine1248 CC,Max Power90 bhp,Seats5
2742,BMW 5 Series 520i Luxury Line,30 Lakh*,New Car (On-Road Price) : Rs.68.24-74.78 Lakh*,2016,Dealer,"30,000 kms",First Owner,Petrol,Automatic,Mileage14.04 kmpl,Engine1997 CC,Max Power184 bhp,Seats5
2743,Maruti Ertiga VDI,6.45 Lakh*,,2014,Dealer,"68,880 kms",First Owner,Diesel,Manual,Mileage20.77 kmpl,Engine1248 CC,Max Power88.76 bhp,Seats7
2744,Mahindra Bolero 2011-2019 SLE,7.55 Lakh*,,2018,Dealer,"43,214 kms",First Owner,Diesel,Manual,Mileage15.96 kmpl,Engine2523 CC,Max Power62.1 bhp,Seats7
2745,Maruti Ciaz AT ZXi,6.9 Lakh*,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,2016,Dealer,"59,000 kms",First Owner,Petrol,Automatic,Mileage19.12 kmpl,Engine1373 CC,Max Power91.1 bhp,Seats5
2746,BMW 3 Series 320d Sport Line,16.85 Lakh*,New Car (On-Road Price) : Rs.51.47-59.46 Lakh*,2014,Dealer,"55,000 kms",First Owner,Diesel,Automatic,Mileage18.88 kmpl,Engine1995 CC,Max Power184 bhp,Seats5
2747,Renault Duster 85PS Diesel RxL Optional,6.25 Lakh*,,2013,Dealer,"47,000 kms",First Owner,Diesel,Manual,Mileage20.46 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
2748,Ford Ecosport 2015-2021 1.5 Diesel Trend,6.11 Lakh*,New Car (On-Road Price) : Rs.10.25-13.72 Lakh*,2015,Dealer,"71,893 kms",First Owner,Diesel,Manual,Mileage21.7 kmpl,Engine1498 CC,Max Power98.96 bhp,Seats5
2749,Mahindra KUV100 NXT G80 K4 Plus,5.7 Lakh*,New Car (On-Road Price) : Rs.6.66-8.46 Lakh*,2019,Individual,"15,000 kms",First Owner,Petrol,Manual,Mileage18.15 kmpl,Engine1198 CC,Max Power82 bhp,Seats6
2750,Chevrolet Sail 1.2 Base,2.7 Lakh*,,2015,Individual,"90,000 kms",First Owner,Petrol,Manual,Mileage18.2 kmpl,Engine1199 CC,Max Power82.4 bhp,Seats5
2751,Volkswagen Vento 1.5 TDI Highline Plus 16 Alloy,6.99 Lakh*,,2015,Dealer,"48,000 kms",First Owner,Diesel,Manual,Mileage20.64 kmpl,Engine1498 CC,Max Power108.49 bhp,Seats5
2752,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.5 Lakh*,,2011,Individual,"80,000 kms",First Owner,Diesel,Manual,Mileage12.8 kmpl,Engine2494 CC,Max Power102 bhp,Seats8
2753,Audi Q3 2.0 TDI Quattro,26 Lakh*,,2017,Dealer,"32,000 kms",First Owner,Diesel,Automatic,Mileage17.32 kmpl,Engine1968 CC,Max Power184 bhp,Seats5
2754,Skoda Fabia 1.2 MPI Active,2 Lakh*,,2009,Dealer,"51,010 kms",First Owner,Petrol,Manual,Mileage14.7 kmpl,Engine1198 CC,Max Power70 bhp,Seats5
2755,Hyundai Xcent 1.1 CRDi Base,3.5 Lakh*,,2017,Individual,"1,10,000 kms",First Owner,Diesel,Manual,Mileage24.4 kmpl,Engine1120 CC,Max Power71 bhp,Seats5
2756,Volkswagen Vento 1.2 TSI Highline AT,4.75 Lakh*,New Car (On-Road Price) : Rs.10.61-16.31 Lakh*,2013,Dealer,"51,500 kms",First Owner,Petrol,Automatic,Mileage16.93 kmpl,Engine1197 CC,Max Power103.2 bhp,Seats5
2757,Honda Brio S Option MT,2.96 Lakh*,,2012,Dealer,"47,000 kms",First Owner,Petrol,Manual,Mileage18.4 kmpl,Engine1198 CC,Max Power86.8 bhp,Seats5
2758,Tata Sumo MKII LX BS IV,3.85 Lakh*,,2014,Individual,"90,000 kms",First Owner,Diesel,Manual,Mileage13.55 kmpl,Engine2179 CC,Max Power118.35 bhp,Seats9
2759,Ford Figo Aspire Facelift,6 Lakh*,New Car (On-Road Price) : Rs.9.58-9.98 Lakh*,2018,Individual,"70,000 kms",First Owner,Diesel,Manual,,Engine1498 CC,Max Power99 bhp,
2760,Maruti Alto 800 LXI,2.85 Lakh*,,2016,Dealer,"65,000 kms",First Owner,Petrol,Manual,Mileage22.74 kmpl,Engine796 CC,Max Power47.3 bhp,Seats5
2761,Skoda Fabia 1.6 MPI Elegance,2.8 Lakh*,,2013,Individual,"50,000 kms",First Owner,Petrol,Manual,Mileage14.83 kmpl,Engine1598 CC,Max Power105 bhp,Seats5
2762,Renault Duster 85PS Diesel RxL Option,5 Lakh*,,2013,Individual,"38,900 kms",First Owner,Diesel,Manual,Mileage19.87 kmpl,Engine1461 CC,Max Power83.8 bhp,Seats5
